sub	ses	run	fd_mean	dvars_mean
sub-0126	ses-01	run-01	0.16845561522043623	37.60714818828933
sub-0126	ses-01	run-02	0.17373573867967848	36.643879160734784
sub-0126	ses-01	run-03	0.13536586820436278	40.311324884041326
sub-0126	ses-01	run-04	0.14776706023421352	36.55083850057405
sub-0126	ses-01	run-05	0.14547053301745114	35.705330931113664
sub-0126	ses-01	run-06	0.15138384014041328	39.82831266475315
sub-0126	ses-03	run-01	0.1603978978275545	35.18975223191733
sub-0126	ses-03	run-02	0.18000022807921925	39.72019697244547
sub-0126	ses-03	run-03	0.15175298639931112	44.66365441791045
sub-0126	ses-03	run-04	0.13807256486622269	41.23660532376579
sub-0126	ses-03	run-05	0.1555599033485878	42.30916263949483
sub-0126	ses-03	run-06	0.20388711177497126	39.29259107347876
