sub	ses	run	fd_mean	dvars_mean
sub-0004	ses-01	run-01	0.09094402138920776	33.852468880597016
sub-0004	ses-01	run-02	0.09240354465545346	38.22767513777268
sub-0004	ses-01	run-03	0.10694136257979331	36.8405858771527
sub-0004	ses-01	run-04	0.2580085049598163	37.58452965442021
sub-0004	ses-01	run-05	0.18382432907485644	37.641422145809415
sub-0004	ses-01	run-06	0.1809638347577497	36.29223054075775
sub-0004	ses-03	run-01	0.12776093311825484	38.89457490929965
sub-0004	ses-03	run-02	0.12175702932845002	38.2196381423651
sub-0004	ses-03	run-03	0.3192860369816303	38.166364383467275
sub-0004	ses-03	run-04	0.13192859826636047	34.01401605625718
sub-0004	ses-03	run-05	0.12022550443168767	35.419642342135475
sub-0004	ses-03	run-06	0.2286770529804822	36.297554490241104
sub-0004	ses-04	run-01	0.17556854663260615	32.423634562571756
sub-0004	ses-04	run-02	0.136018553317566	34.400260549942594
sub-0004	ses-04	run-03	0.11094104572904705	34.445577332950634
sub-0004	ses-04	run-04	0.1518919607003444	32.94289843053961
sub-0004	ses-04	run-05	0.3209661417523536	37.35146310447761
sub-0004	ses-04	run-06	0.11743177229621121	33.374189633754305
