sub	ses	run	fd_mean	dvars_mean
sub-0101	ses-01	run-01	0.11510469321435128	36.87644644087256
sub-0101	ses-01	run-02	0.11351927821423648	36.921095841561424
sub-0101	ses-01	run-03	0.10997580833754302	38.012896451205506
sub-0101	ses-01	run-04	0.11002464128128583	36.835485718714125
sub-0101	ses-01	run-05	0.134398141598163	35.97667813547646
sub-0101	ses-01	run-06	0.12187301512284726	37.3277315924225
sub-0101	ses-03	run-01	0.1298451174971297	36.575672656716414
sub-0101	ses-03	run-02	0.1293434780863375	37.21915697703789
sub-0101	ses-03	run-03	0.13103166107233064	38.22749811710677
sub-0101	ses-03	run-04	0.13315915835704933	37.98018337083811
sub-0101	ses-03	run-05	0.1308859588971297	37.289710067738234
sub-0101	ses-03	run-06	0.12839584175614233	39.39789112743973
sub-0101	ses-04	run-01	0.12183169173937998	38.71751365556831
sub-0101	ses-04	run-02	0.13082685347646378	38.564013159586686
sub-0101	ses-04	run-03	0.1327203131113662	44.37875724799081
sub-0101	ses-04	run-04	0.1427833935797933	38.918985526980485
sub-0101	ses-04	run-05	0.14378655389896666	40.58888354305397
sub-0101	ses-04	run-06	0.17664626417910445	37.182528531572906
