sub	ses	run	fd_mean	dvars_mean
sub-0058	ses-01	run-01	0.11617398016188285	37.506978382319176
sub-0058	ses-01	run-02	0.1203285526580941	43.12040512169919
sub-0058	ses-01	run-03	0.12847854004718712	37.84704874971297
sub-0058	ses-01	run-04	0.19546836349598162	37.60153035132032
sub-0058	ses-01	run-05	0.21628404675545346	38.04497218828932
sub-0058	ses-01	run-06	0.1262784104601607	43.62512568312285
sub-0058	ses-03	run-01	0.09545541028254877	41.73557155683123
sub-0058	ses-03	run-02	0.10643550525028699	42.053454526980474
sub-0058	ses-03	run-03	0.10743675072870262	40.62149997703789
sub-0058	ses-03	run-04	0.14413575148438573	39.765651975889774
sub-0058	ses-03	run-05	0.10540581798920777	42.38083737198622
sub-0058	ses-03	run-06	0.16294897450884038	40.85304390929966
sub-0058	ses-04	run-01	0.09808276247990813	43.99725835706084
sub-0058	ses-04	run-02	0.15666377341630305	35.56153968886338
sub-0058	ses-04	run-03	0.09689174941205508	45.859897546498274
sub-0058	ses-04	run-04	0.14527456117795634	38.68378744890929
sub-0058	ses-04	run-05	0.1273056653000459	39.70677074397245
sub-0058	ses-04	run-06	0.10864502081148103	38.67350469575201
