sub	ses	run	fd_mean	dvars_mean
sub-0103	ses-01	run-01	0.14603525448450055	36.850710882893225
sub-0103	ses-01	run-02	0.15167130589770375	37.14528448564868
sub-0103	ses-01	run-03	0.13884578858668192	37.76786275086108
sub-0103	ses-03	run-01	0.1402745752169919	36.84881580597015
sub-0103	ses-03	run-02	0.12833284719425944	38.18021885304248
sub-0103	ses-03	run-03	0.1473598379145809	38.007203223880595
sub-0103	ses-03	run-04	0.17601506191389207	35.21130769001148
sub-0103	ses-03	run-05	0.15163381123322614	36.13930918828932
sub-0103	ses-03	run-06	0.14434886377382314	37.83082810677382
sub-0103	ses-04	run-01	0.15647809048415612	36.024984857634905
sub-0103	ses-04	run-02	0.2053036284208955	36.379794738231915
sub-0103	ses-04	run-03	0.17212034166704934	35.30007870034443
sub-0103	ses-04	run-04	0.14476069979770376	36.9678829793341
sub-0103	ses-04	run-05	0.20245351041825485	35.773808873708376
sub-0103	ses-04	run-06	0.17080212652101032	35.59826627784156
