sub	ses	run	fd_mean	dvars_mean
sub-0099	ses-01	run-01	0.1465571045187141	34.03674230424799
sub-0099	ses-01	run-02	0.14704453561630307	32.499848729047066
sub-0099	ses-01	run-03	0.16264208185533868	32.47033214695752
sub-0099	ses-01	run-04	0.14678929311377722	32.5480172043628
sub-0099	ses-01	run-05	0.15665240836199767	33.295650611940296
sub-0099	ses-01	run-06	0.15129114174213543	33.53965265442021
sub-0099	ses-03	run-01	0.13774523056693452	33.228704425947186
sub-0099	ses-03	run-02	0.13492681767967848	35.696396770378875
sub-0099	ses-03	run-03	0.15051639348989665	33.08930470838118
sub-0099	ses-03	run-04	0.15115107737313432	34.228218680826636
sub-0099	ses-03	run-05	0.1297290243582089	32.75009625373134
sub-0099	ses-03	run-06	0.12247842103983923	41.70238118714122
sub-0099	ses-04	run-01	0.14342138559540754	32.489284169919635
sub-0099	ses-04	run-02	0.16538228025740526	34.21711864982778
sub-0099	ses-04	run-03	0.1523041751297359	31.84263798048221
sub-0099	ses-04	run-04	0.13435226838117104	32.225028382319174
sub-0099	ses-04	run-05	0.13915900350803673	33.58585385419058
sub-0099	ses-04	run-06	0.15092082013662453	31.75265327554535
