sub	ses	run	fd_mean	dvars_mean
sub-0073	ses-01	run-01	0.08050889036165323	34.43982865212399
sub-0073	ses-01	run-02	0.09582915560328356	33.65306414925373
sub-0073	ses-01	run-03	0.11703865035683117	29.976556571756603
sub-0073	ses-01	run-04	0.09651028757129732	31.73189596326062
sub-0073	ses-01	run-05	0.0967942365786452	31.208028942594716
sub-0073	ses-01	run-06	0.11206778353352466	31.84371521010333
sub-0073	ses-03	run-01	0.12299468973363946	31.41537725832377
sub-0073	ses-03	run-02	0.11544829278897815	33.19450057634902
sub-0073	ses-03	run-03	0.11878961765097584	32.24761601722158
sub-0073	ses-03	run-04	0.13510465172987368	32.42599676808267
sub-0073	ses-03	run-05	0.14354954702709524	33.31446553157291
sub-0073	ses-03	run-06	0.1861204110884041	32.40855806544202
sub-0073	ses-04	run-01	0.10594327386980479	33.429247756601605
sub-0073	ses-04	run-02	0.1337968847928817	32.025880081515496
sub-0073	ses-04	run-03	0.13611144877634898	29.709265122847306
sub-0073	ses-04	run-04	0.17528235657864516	31.64497296096441
sub-0073	ses-04	run-05	0.17960791859632605	33.543855561423655
sub-0073	ses-04	run-06	0.1176291875774971	31.98831689322618
