sub	ses	run	fd_mean	dvars_mean
sub-0076	ses-01	run-01	0.15035494323306542	40.122658365097585
sub-0076	ses-01	run-03	0.1604737892078071	38.71324433639495
sub-0076	ses-01	run-05	0.09805044796016069	41.10728246498278
sub-0076	ses-01	run-06	0.14279263000952924	41.28711680597014
sub-0076	ses-03	run-01	0.13375589165602753	38.41493771871413
sub-0076	ses-03	run-02	0.11001421639908147	38.44584952468427
sub-0076	ses-03	run-04	0.100194107673938	37.79504876463834
sub-0076	ses-03	run-05	0.14072571425970146	37.25951688633754
sub-0076	ses-04	run-01	0.09404838536693454	41.78423602411022
sub-0076	ses-04	run-02	0.09569568188633751	40.74558290929965
sub-0076	ses-04	run-03	0.10245990624569457	38.95092858208955
sub-0076	ses-04	run-04	0.09329325800229618	41.65061031917336
sub-0076	ses-04	run-05	0.10910469340872556	39.406150774971294
sub-0076	ses-04	run-06	0.0928893176082204	39.9397990206659
