sub	ses	run	fd_mean	dvars_mean
sub-0057	ses-01	run-01	0.10480878065212396	34.599234610792195
sub-0057	ses-01	run-02	0.09092298079187137	34.95411315614236
sub-0057	ses-01	run-03	0.12153016980298503	35.313706954075776
sub-0057	ses-01	run-04	0.11342339206429387	35.65119959701492
sub-0057	ses-01	run-05	0.10598210504477608	35.6510586130884
sub-0057	ses-01	run-06	0.1143740230342135	35.61192840183697
sub-0057	ses-03	run-01	0.13815644759758894	36.02586900459242
sub-0057	ses-03	run-02	0.14286910015981627	36.94690912629162
sub-0057	ses-03	run-03	0.10820855715246841	36.958819583237656
sub-0057	ses-03	run-04	0.1119531615797933	37.511464148105624
sub-0057	ses-03	run-05	0.13272864231687712	35.716306438576346
sub-0057	ses-03	run-06	0.11702374014121696	37.78417459357061
sub-0057	ses-04	run-01	0.12235100266130881	37.55599813432836
sub-0057	ses-04	run-02	0.09717897527772673	36.74485599655569
sub-0057	ses-04	run-03	0.1309211763556831	36.01449379334099
sub-0057	ses-04	run-04	0.10527798612055106	37.08155355453501
sub-0057	ses-04	run-05	0.10809407901322615	37.158973476463835
sub-0057	ses-04	run-06	0.16480791324684266	38.87954487485648
