sub	ses	run	fd_mean	dvars_mean
sub-0011	ses-01	run-01	0.12120882954535012	35.24212879448909
sub-0011	ses-01	run-02	0.11584440272904704	35.952455808266365
sub-0011	ses-01	run-03	0.10951160173915037	37.57147220780712
sub-0011	ses-01	run-04	0.112138068589667	38.241291452353614
sub-0011	ses-01	run-05	0.15089259935935703	34.14711412743973
sub-0011	ses-01	run-06	0.13265448567049365	35.338975051664754
sub-0011	ses-03	run-01	0.12343695657175657	37.99534773363949
sub-0011	ses-03	run-02	0.1070146868287026	36.46065550172216
sub-0011	ses-03	run-03	0.12380734871919628	36.04629228243399
sub-0011	ses-03	run-04	0.11958958410562569	34.19611529047073
sub-0011	ses-03	run-05	0.11573200178805966	37.36264748450057
sub-0011	ses-03	run-06	0.10759100123099882	37.36639975086108
sub-0011	ses-04	run-01	0.11159701573593565	34.10229269115958
sub-0011	ses-04	run-02	0.1184157722732491	36.15468754420207
sub-0011	ses-04	run-03	0.10806953253203212	36.14448730424799
sub-0011	ses-04	run-04	0.11467484053820891	36.78492612858783
sub-0011	ses-04	run-05	0.10797949687887483	36.374783524684275
sub-0011	ses-04	run-06	0.11134368067738228	34.4259104477612
