sub	ses	run	fd_mean	dvars_mean
sub-0115	ses-01	run-01	0.09991533118874854	36.79869538346728
sub-0115	ses-01	run-02	0.09920293077623418	35.33908675315729
sub-0115	ses-01	run-03	0.09964121023754303	35.46072180826636
sub-0115	ses-01	run-04	0.13247189563290468	35.16157950746269
sub-0115	ses-01	run-05	0.16863310559334097	36.218352704936855
sub-0115	ses-01	run-06	0.19294814904477608	36.76908199081515
sub-0115	ses-03	run-01	0.0994662088385763	35.284994074626866
sub-0115	ses-03	run-02	0.08653114281951775	35.34431110332951
sub-0115	ses-03	run-03	0.10003831939885187	35.81034432032147
sub-0115	ses-03	run-04	0.10625409279092993	36.10242633983926
sub-0115	ses-03	run-05	0.09680600385051662	37.65500879104478
sub-0115	ses-03	run-06	0.09938600964936851	36.79907796785304
sub-0115	ses-04	run-01	0.132432194152698	35.2797757543054
sub-0115	ses-04	run-02	0.10651452145602752	37.855620311136626
sub-0115	ses-04	run-03	0.12052714364753153	37.67483933983927
sub-0115	ses-04	run-04	0.10182199116073475	38.27021678645236
sub-0115	ses-04	run-05	0.13231733409873705	34.08292477841561
sub-0115	ses-04	run-06	0.1196185906383467	37.5004955912744
