sub	ses	run	fd_mean	dvars_mean
sub-0128	ses-01	run-01	0.08101058111320318	33.33024293800229
sub-0128	ses-01	run-02	0.08789849619288172	33.59129438576349
sub-0128	ses-01	run-03	0.11033258234213543	31.496094470723307
sub-0128	ses-01	run-04	0.11463919840413313	31.313222121699198
sub-0128	ses-01	run-05	0.08129315246351318	34.739155491389205
sub-0128	ses-01	run-06	0.08905697836968998	36.8983206314581
sub-0128	ses-03	run-01	0.10363539360734783	33.78436728013778
sub-0128	ses-03	run-02	0.12200904846727896	31.92125855453502
sub-0128	ses-03	run-03	0.09178712033949481	34.591765901262924
sub-0128	ses-03	run-04	0.08708985399104473	35.80155365556831
sub-0128	ses-03	run-05	0.1004427125275545	34.247516546498275
sub-0128	ses-03	run-06	0.08619627875086104	31.454417060849597
