sub	ses	run	fd_mean	dvars_mean
sub-0050	ses-01	run-01	0.09755078902796782	38.131099413318026
sub-0050	ses-01	run-02	0.13124391408495978	39.990422257175666
sub-0050	ses-01	run-03	0.1723238975958668	34.05717345809415
sub-0050	ses-01	run-04	0.1293809065200918	36.077153324913894
sub-0050	ses-01	run-05	0.1249031300776119	35.95130143053961
sub-0050	ses-01	run-06	0.16553413669804817	34.19465943398392
sub-0050	ses-03	run-01	0.0947107193688863	43.744564703788754
sub-0050	ses-03	run-02	0.09762786102491387	42.98599089437429
sub-0050	ses-03	run-03	0.10154825862089549	37.77565047301952
sub-0050	ses-03	run-04	0.14710386890516644	40.01494144202066
sub-0050	ses-03	run-05	0.13791231907726748	39.62953351320322
sub-0050	ses-03	run-06	0.09783394254018367	42.52917962686566
sub-0050	ses-04	run-01	0.1062483235221584	40.47960653616533
sub-0050	ses-04	run-02	0.10583756035407575	45.235703639494844
sub-0050	ses-04	run-03	0.130954506804822	40.626217815154995
sub-0050	ses-04	run-04	0.12596367343237655	41.1270701239954
sub-0050	ses-04	run-05	0.10711488240493681	43.84532843398392
sub-0050	ses-04	run-06	0.1229398758468886	41.422535587830076
