sub	ses	run	fd_mean	dvars_mean
sub-0007	ses-01	run-01	0.11472579811021812	35.0344414684271
sub-0007	ses-01	run-02	0.10710666703237653	36.84190804362802
sub-0007	ses-01	run-03	0.10946121911802523	36.99605954420206
sub-0007	ses-01	run-04	0.12549577436165324	34.750472779563715
sub-0007	ses-01	run-05	0.12477847260884038	37.22291897129736
sub-0007	ses-01	run-06	0.13454535645235358	36.118212732491386
sub-0007	ses-03	run-01	0.127564537435132	36.87347594948335
sub-0007	ses-03	run-02	0.1099938518982778	36.941574059701495
sub-0007	ses-03	run-03	0.12152506887083808	36.9700019391504
sub-0007	ses-03	run-04	0.12506124924454645	36.96034248794489
sub-0007	ses-03	run-05	0.11856129586027551	36.248381749712976
sub-0007	ses-03	run-06	0.105890998950495	37.23801306930694
