sub	ses	run	fd_mean	dvars_mean
sub-0003	ses-01	run-01	0.12419558113547643	32.24414808495982
sub-0003	ses-01	run-02	0.1125081480482204	31.826893502870263
sub-0003	ses-01	run-03	0.11822816342371982	31.144910499425944
sub-0003	ses-01	run-04	0.1075848983047072	34.74011725602755
sub-0003	ses-01	run-05	0.10198659210287023	32.67655640528129
sub-0003	ses-01	run-06	0.10564642942365093	33.24485005396097
sub-0003	ses-03	run-01	0.11203722187830076	41.61744951549942
sub-0003	ses-03	run-02	0.11453342013490239	42.114165843857634
sub-0003	ses-03	run-03	0.125979732337543	40.99200309529277
sub-0003	ses-03	run-04	0.1682656582365097	34.838763389207806
sub-0003	ses-03	run-05	0.12839381599540756	37.54669725832377
sub-0003	ses-03	run-06	0.13003924632721006	37.12222851435132
sub-0003	ses-04	run-01	0.11833078880482199	33.07164587141217
sub-0003	ses-04	run-02	0.14463518475430537	33.279448293915046
sub-0003	ses-04	run-03	0.11385059038346726	33.70642129276693
sub-0003	ses-04	run-04	0.13107665185189435	31.53015058323766
sub-0003	ses-04	run-05	0.13456525591618826	34.08081469690011
sub-0003	ses-04	run-06	0.11793649223329504	33.39249876808267
