sub	ses	run	fd_mean	dvars_mean
sub-0066	ses-01	run-01	0.10957897597014922	31.798047683122846
sub-0066	ses-01	run-03	0.09139329742575199	33.68521934098737
sub-0066	ses-01	run-05	0.09436748932146953	33.39376955453502
sub-0066	ses-01	run-06	0.09657839006429386	33.88762544316877
sub-0066	ses-03	run-01	0.0850507340068886	33.45072617910447
sub-0066	ses-03	run-03	0.06457396894328354	38.16377579219289
sub-0066	ses-03	run-04	0.07107519402473017	38.582422211251426
sub-0066	ses-03	run-06	0.06868898127634898	38.57303981285879
sub-0066	ses-04	run-01	0.065711357250287	36.048602463834676
sub-0066	ses-04	run-02	0.08735282115109066	37.42167330998852
sub-0066	ses-04	run-03	0.0903424811776119	39.079519113662464
sub-0066	ses-04	run-04	0.0981648760546498	36.7734037531573
sub-0066	ses-04	run-05	0.07947867035017218	36.38046562342136
sub-0066	ses-04	run-06	0.1043530706188289	34.17379101377727
