sub	ses	run	fd_mean	dvars_mean
sub-0029	ses-01	run-01	0.09553038573295058	41.10619539609644
sub-0029	ses-01	run-02	0.1729631522319173	41.555178721010336
sub-0029	ses-01	run-03	0.13896824005947184	45.258954040183696
sub-0029	ses-01	run-04	0.1373400636394948	45.19113024225029
sub-0029	ses-01	run-05	0.1317661535316647	41.669445985074624
sub-0029	ses-01	run-06	0.1348070472311136	42.39220701722158
sub-0029	ses-03	run-01	0.10161552255958664	36.356922476463836
sub-0029	ses-03	run-02	0.11442459473846149	37.95474476693456
sub-0029	ses-03	run-03	0.10754818855533867	37.09904990011481
sub-0029	ses-03	run-04	0.10339799652812856	37.01055637083812
sub-0029	ses-03	run-05	0.09959959328013772	36.62022903099886
sub-0029	ses-03	run-06	0.12700719390608492	36.790389724454656
sub-0029	ses-04	run-01	0.0973605751634902	36.9188474695752
sub-0029	ses-04	run-02	0.09345977301423647	40.772728266360495
sub-0029	ses-04	run-03	0.10332388390929961	44.22493615729047
sub-0029	ses-04	run-04	0.10404115616082661	39.90300190241103
sub-0029	ses-04	run-05	0.11928099671366242	39.9949344282434
sub-0029	ses-04	run-06	0.09491623978805966	38.53942761538461
