sub	ses	run	fd_mean	dvars_mean
sub-0038	ses-01	run-01	0.1452035900645235	36.49348817566016
sub-0038	ses-01	run-02	0.13577159866360503	36.32848829161883
sub-0038	ses-01	run-03	0.1264284090665901	36.399820541905854
sub-0038	ses-01	run-04	0.1207830122050631	35.975486605051664
sub-0038	ses-01	run-05	0.11371949891572901	36.02343737543054
sub-0038	ses-01	run-06	0.1258639730396096	36.15627697818599
sub-0038	ses-03	run-01	0.12243713377497127	35.90104872675086
sub-0038	ses-03	run-02	0.12397294207807115	35.5949898989667
sub-0038	ses-03	run-03	0.12924451589092995	33.549299568312286
sub-0038	ses-03	run-04	0.11984661026061993	34.708568052812865
sub-0038	ses-03	run-05	0.12773077147692302	34.628658422502866
sub-0038	ses-03	run-06	0.1360811527754305	34.089216405281284
sub-0038	ses-04	run-01	0.13162213448220433	35.187859685419056
sub-0038	ses-04	run-02	0.1430528318438576	35.64924086911596
sub-0038	ses-04	run-03	0.11411288781859928	35.7573106532721
sub-0038	ses-04	run-04	0.14975384881148104	35.38290613088404
sub-0038	ses-04	run-05	0.12756906699540754	35.410328544202066
sub-0038	ses-04	run-06	0.13470348181745118	35.45761596900115
