sub	ses	run	fd_mean	dvars_mean
sub-0059	ses-01	run-01	0.13298751775889778	41.88792993226177
sub-0059	ses-01	run-02	0.14066843518978184	42.46611636165327
sub-0059	ses-01	run-03	0.12955064767738228	33.026739712973594
sub-0059	ses-01	run-04	0.10837896570952923	34.08794862227325
sub-0059	ses-01	run-05	0.1288074491256027	41.41294461882894
sub-0059	ses-01	run-06	0.1254749546482204	41.633117510907
sub-0059	ses-03	run-01	0.09910957792061993	37.497028582089555
sub-0059	ses-03	run-02	0.10029414953180249	39.33892596440873
sub-0059	ses-03	run-03	0.1195495841298507	44.3275284718714
sub-0059	ses-03	run-04	0.10717926493685415	35.848242430539614
sub-0059	ses-03	run-05	0.15904939768312282	40.42076326061998
sub-0059	ses-03	run-06	0.138335026570264	38.51244367623421
sub-0059	ses-04	run-01	0.09761405927669342	36.35474145694604
sub-0059	ses-04	run-03	0.09272725812399536	35.88197386911596
sub-0059	ses-04	run-04	0.10952777025396093	40.39761632835822
sub-0059	ses-04	run-06	0.10101219675889779	38.9620794500574
