sub	ses	run	fd_mean	dvars_mean
sub-0084	ses-01	run-01	0.14158416056463832	36.97187453731343
sub-0084	ses-01	run-02	0.18168978215843856	35.64259447072331
sub-0084	ses-01	run-03	0.183918480413318	36.27269802525832
sub-0084	ses-01	run-04	0.27590743206659013	36.39043282433984
sub-0084	ses-01	run-05	0.26225997111825483	39.80647837083811
sub-0084	ses-01	run-06	0.1973407586006888	37.96222053846154
sub-0084	ses-03	run-01	0.20122661963892072	35.71341760734788
sub-0084	ses-03	run-02	0.21478243556831228	35.63088507003444
sub-0084	ses-03	run-03	0.14647536900591712	39.039697573964496
sub-0084	ses-03	run-04	0.21088450498048217	35.96060343972445
sub-0084	ses-03	run-05	0.24222838187121698	34.53239483237658
sub-0084	ses-04	run-01	0.19286192175200914	36.69825564293915
sub-0084	ses-04	run-02	0.24837164455797933	38.132189326062
sub-0084	ses-04	run-03	0.2340492387198622	36.03445577267509
sub-0084	ses-04	run-04	0.2432584816555683	36.095973163031
sub-0084	ses-04	run-05	0.2283103689669345	36.15926314006889
sub-0084	ses-04	run-06	0.2524000601859931	35.54832890470723
