sub	ses	run	fd_mean	dvars_mean	globalsignal_mean
sub-0104	ses-02	run-01	0.08951354875610763	35.700477292960656	3501.779399886578
sub-0104	ses-02	run-02	0.0935905618962625	33.54474122151321	3510.5714698799766
sub-0104	ses-02	run-03	0.09447708661295293	34.286576997686964	3542.6776555522097
sub-0104	ses-02	run-04	0.09502744392510819	33.90899075151515	3515.0427305538283
