sub	ses	run	fd_mean	dvars_mean	globalsignal_mean
sub-0093	ses-01	run-01	0.1208463228656716	32.102065718283576	3385.709754053855
sub-0093	ses-01	run-02	0.13846465361599997	31.770034861818182	3316.633812927971
sub-0093	ses-01	run-03	0.1229188866738916	33.314865449261085	3303.0588945431855
sub-0093	ses-01	run-04	0.12295979540596023	31.68053405546357	3351.0550508382403
sub-0093	ses-02	run-01	0.11850881774463004	33.34218324821003	3454.034229643612
sub-0093	ses-02	run-02	0.12092119823136163	30.84004387029064	3421.7780732905603
sub-0093	ses-02	run-03	0.12212299999723421	32.24446860847018	3424.387699385107
sub-0093	ses-02	run-04	0.11994741759145669	32.94932669989047	3433.7376969493716
sub-0093	ses-03	run-01	0.11959041325363318	37.26942735726644	3281.92061587939
sub-0093	ses-03	run-02	0.13451540239130427	34.67061356671664	3220.952361046083
sub-0093	ses-03	run-03	0.13183795846146612	34.144993193609025	3277.0649227226427
sub-0093	ses-04	run-01	0.14004061438831883	31.6776678839779	3760.736072747551
sub-0093	ses-04	run-02	0.11643416307989186	34.646651121081085	3770.9066177461114
