sub	ses	run	fd_mean	dvars_mean	globalsignal_mean
sub-0001	ses-03	run-01	0.1366037144835913	35.00210133436533	3113.1148029559977
sub-0002	ses-03	run-01	0.3052111398513932	31.722427580804958	3531.9390457031136
sub-0003	ses-03	run-01	0.1283720562711826	39.188760887925696	3409.5318655087563
sub-0004	ses-03	run-01	0.1049693485217336	33.77854276099071	3438.382938940477
sub-0005	ses-03	run-01	0.1104594266625386	29.379869	3876.867340149277
sub-0006	ses-03	run-01	0.1236275289331145	33.28644930712075	3730.1550018311623
sub-0007	ses-03	run-01	0.1293005815764705	36.092254177089785	3532.552079773605
sub-0008	ses-03	run-01	0.0770256251826624	31.71867242724458	3365.621940299013
sub-0009	ses-03	run-01	0.0763235987736222	34.92853395603715	3683.139710886742
sub-0010	ses-03	run-01	0.1072695741882352	34.96165259195046	3790.454430947309
sub-0011	ses-03	run-01	0.120537527213746	33.245907460061915	3263.485796971498
sub-0013	ses-03	run-01	0.1110270223777089	32.55927264767802	3426.74209170651
sub-0014	ses-03	run-01	0.1272396021906501	37.00145107306502	2998.7101564636823
sub-0016	ses-03	run-01	0.1381335559867491	38.52432725510836	3121.0645191383337
sub-0017	ses-03	run-01	0.2096877813820433	35.11199809721362	4087.045307175017
sub-0018	ses-03	run-01	0.1088100208012383	32.590375921362224	3329.813250887504
sub-0019	ses-03	run-01	0.104371359520743	36.99069061919504	3429.2526161877845
sub-0021	ses-03	run-01	0.1170608316102785	36.9921805869969	4364.8053272532825
sub-0024	ses-03	run-01	0.1171591342925807	36.61361623219814	3756.259164328957
sub-0025	ses-03	run-01	0.1293945068854612	42.5952040619195	3574.14033907669
sub-0026	ses-03	run-01	0.1091699781824767	35.83394960743034	3653.317589719616
sub-0029	ses-03	run-01	0.1143751471908978	40.41767138080496	3570.0182957521997
sub-0031	ses-03	run-01	0.0727608522126906	37.67106744112264	4000.5285346961423
sub-0032	ses-03	run-01	0.1401930281541793	39.022967382550334	3429.3386449687696
sub-0033	ses-03	run-01	0.1247267392756558	42.653752161683954	3480.1775465796068
sub-0035	ses-03	run-01	0.1360156937736424	38.4022720109823	3402.052007045638
sub-0036	ses-03	run-01	0.1503991916809029	36.292110626601584	3325.128940817606
sub-0037	ses-03	run-01	0.1430314068230628	38.67257808785845	3690.699743661068
sub-0038	ses-03	run-01	0.1051555634944234	34.48024537339841	3404.204860805167
sub-0040	ses-03	run-01	0.1456986351262965	37.60965500671141	3401.284314981275
sub-0041	ses-03	run-01	0.1307710101037217	37.48303812080537	3659.5175838361647
sub-0043	ses-03	run-01	0.1202267303549603	34.69961784075656	3764.270380984116
sub-0044	ses-03	run-01	0.0987697991680292	37.830087458206215	3726.449344344152
sub-0050	ses-03	run-01	0.1145595503276265	40.375077054911536	3349.107153999049
sub-0051	ses-03	run-01	0.2423215089943868	39.7441168895668	4095.231308576785
sub-0052	ses-03	run-01	0.1191538809204392	38.115352538133	3549.175305305243
sub-0053	ses-03	run-01	0.0956244692940817	36.89724127150701	2985.473252029114
sub-0055	ses-03	run-01	0.1464333927791336	40.39479164551556	3339.8294149080384
sub-0056	ses-03	run-01	0.0687247269104392	32.37585560280659	3045.000207180263
sub-0057	ses-03	run-01	0.1298323797674191	36.494956309945096	3136.919857178116
sub-0058	ses-03	run-01	0.1245748873555582	39.612318926784624	2749.031074896648
sub-0059	ses-03	run-01	0.1352713828735814	38.28593396888346	3576.6611203390084
sub-0060	ses-03	run-01	0.0786399346310371	30.436821330689444	3219.0727823337697
sub-0061	ses-03	run-01	0.1085544736158998	31.348427725442345	3216.228858602777
sub-0062	ses-03	run-01	0.0925102919640024	33.70137269310555	3603.575303216712
sub-0066	ses-03	run-01	0.0703702272483221	36.17051308297742	3570.5064220864924
sub-0069	ses-03	run-01	0.1143774442796826	36.65836168273337	3084.349116915056
sub-0070	ses-03	run-01	0.1608182476597315	34.917784308114705	3290.3974884121985
sub-0073	ses-03	run-01	0.1142826080298962	31.066926548505187	3692.406743598154
sub-0074	ses-03	run-01	0.1339964446918852	35.63190645271507	3066.212041063725
sub-0075	ses-03	run-01	0.1107288778243196	38.05595504514948	2975.3429539049616
sub-0076	ses-03	run-01	0.1214474459499694	37.71367698169615	3879.825115036857
sub-0077	ses-03	run-01	0.1353948198401952	36.97601449298352	3269.1422197819275
sub-0078	ses-03	run-01	0.1019563034976814	35.2064443862111	3796.346862070567
sub-0079	ses-03	run-01	0.1294573449915801	37.17180393349604	3947.442718965042
sub-0080	ses-03	run-01	0.1184769582489322	35.38745702684564	3600.024408844753
sub-0082	ses-03	run-01	0.2619340207593654	36.6952742776083	3172.0659586708925
sub-0083	ses-03	run-01	0.0978524357715314	37.01342150579622	3192.2209937605667
sub-0084	ses-03	run-01	0.2472636176380719	36.26779882855399	3180.365470395729
sub-0086	ses-03	run-01	0.1164773910950579	34.12315515009152	3823.892047716508
sub-0087	ses-03	run-01	0.1165345095424038	35.46128161317877	3805.5982389242663
sub-0088	ses-03	run-01	0.125857115323978	37.35215258511287	3533.207779034988
sub-0089	ses-03	run-01	0.1197061795898718	40.358614640634535	3815.751898468098
sub-0090	ses-03	run-01	0.1278211324960341	37.11263469737645	3675.723468818719
sub-0091	ses-03	run-01	0.2559675436818792	39.92294331116534	3626.0384524287488
sub-0092	ses-03	run-01	0.1276052245080963	35.08984385051861	3440.6771152945826
sub-0093	ses-03	run-01	0.1084710028043928	33.21391095118975	3266.328049310396
sub-0094	ses-03	run-01	0.1561602833945088	35.80379238438072	3745.9087641703313
sub-0095	ses-03	run-01	0.1296357087092373	32.80836568578402	2890.677008906186
sub-0098	ses-03	run-01	0.1201787709448443	34.63604827516778	3884.509583636144
sub-0099	ses-03	run-01	0.1506939181403294	37.47467771568029	3239.912113711716
sub-0100	ses-03	run-01	0.2623533626048199	46.29620364795608	3515.696678985025
sub-0101	ses-03	run-01	0.1281568408626235	38.62606195179988	3693.078822347221
sub-0102	ses-03	run-01	0.1397291499593654	33.19018472117145	3940.869416431603
sub-0103	ses-03	run-01	0.1135185160269798	40.848383740695546	3235.53181678448
sub-0104	ses-03	run-01	0.1212274275502135	35.85203069920683	3584.9652870755303
sub-0106	ses-03	run-01	0.0963192803229163	34.27497116229409	3563.275443708277
sub-0107	ses-03	run-01	0.1069038603205612	39.09203686089079	3182.427840908803
sub-0109	ses-03	run-01	0.084918812814521	35.19298368822452	3663.8287938574
sub-0111	ses-03	run-01	0.1179033702699206	33.563814089078704	4334.2906595533705
sub-0112	ses-03	run-01	0.1563170501904819	31.13320004514948	3664.688584431272
sub-0115	ses-03	run-01	0.1602542507107992	33.60925346064674	3331.757173811008
sub-0116	ses-03	run-01	0.1105228893169615	35.90349461622941	3902.56243104571
sub-0122	ses-03	run-01	0.1120786784704697	36.39567339597316	3881.9902210761024
sub-0124	ses-03	run-01	0.1337845596013422	34.18654495302013	3752.228410800125
sub-0126	ses-03	run-01	0.1700876822867602	34.2498930152532	3274.4638581567488
sub-0127	ses-03	run-01	0.2222536696693105	39.31743364124466	3520.0355335521467
sub-0128	ses-03	run-01	0.0935107683201952	33.56249793349603	3602.155565896406
sub-0129	ses-03	run-01	0.0851582259211714	34.5713865314216	3535.984562491123
