sub	ses	run	fd_mean	dvars_mean	globalsignal_mean
sub-0001	ses-04	run-01	0.1268530791263237	35.21397187670197	3217.146142133939
sub-0001	ses-04	run-02	0.1377623394368584	35.43442627176382	3236.082313102746
sub-0002	ses-04	run-01	0.2150174444199697	32.032464291225416	3142.102372781189
sub-0002	ses-04	run-02	0.2363786375109765	31.226598011355037	3082.915924489593
sub-0003	ses-04	run-01	0.0954558954311648	33.374656145234496	2974.272884143396
sub-0003	ses-04	run-02	0.1117368971612414	34.02852538834217	2964.824471696484
sub-0004	ses-04	run-01	0.0955364560649772	36.57535951815432	3728.0272443247936
sub-0004	ses-04	run-02	0.0994123885071914	35.50766136260409	3735.012115001695
sub-0005	ses-04	run-02	0.0818171860616199	32.60331682816048	3776.203470458609
sub-0006	ses-04	run-01	0.0701714744615384	40.53584124999999	3227.4799879106795
sub-0006	ses-04	run-02	0.0994317378148147	37.367023351851856	3242.6234758658006
sub-0008	ses-04	run-01	0.0985781360113464	33.2270054258699	3566.3680226055544
sub-0008	ses-04	run-02	0.0800439413688568	34.58761791672975	3550.4877613889344
sub-0009	ses-04	run-01	0.104570811820953	37.42653283207262	3185.1004709836534
sub-0009	ses-04	run-02	0.1082848428233156	33.48536500227101	3182.524438246328
sub-0010	ses-04	run-01	0.1784549805173978	32.705908506807866	3797.6826315895696
sub-0010	ses-04	run-02	0.1615115529322482	37.68430434140803	3742.0047764183823
sub-0011	ses-04	run-01	0.1146488059531013	33.172791804841154	3419.0574575847104
sub-0011	ses-04	run-02	0.1239351535850113	31.63308807115821	3428.1840551928963
sub-0013	ses-04	run-01	0.0900028616204379	32.908049640713706	3653.388011289752
sub-0013	ses-04	run-02	0.1059173792591975	32.67841668281605	3620.605044490709
sub-0014	ses-04	run-01	0.1059645211425283	36.27449299772899	3378.5175714478623
sub-0014	ses-04	run-02	0.1123625471164269	36.77782167978804	3357.780070254545
sub-0016	ses-04	run-01	0.1750735377936459	37.036306170196674	3226.254659995956
sub-0016	ses-04	run-02	0.1383704347009841	36.13908256926571	3224.6168878647736
sub-0017	ses-04	run-01	0.3544386176792738	40.07525578593041	4132.908261863057
sub-0017	ses-04	run-02	0.2606327101230885	37.04181646252839	4174.426458576513
sub-0018	ses-04	run-01	0.1085797157897804	36.40771985465557	3310.5517963923285
sub-0018	ses-04	run-02	0.0929321771324753	36.55450413626041	3292.7002421852367
sub-0019	ses-04	run-01	0.0961813021877365	35.74908044965935	3599.572007046489
sub-0019	ses-04	run-02	0.1029638236184708	36.87609934519303	3627.3632459014143
sub-0021	ses-04	run-01	0.1174361940900832	37.44571028236184	3678.4454207896674
sub-0021	ses-04	run-02	0.1093368075775927	37.22029615897048	3658.3824082242463
sub-0023	ses-04	run-01	0.139430452757305	38.56284495912188	3117.21080945819
sub-0023	ses-04	run-02	0.1421536706924299	42.91734212339137	3096.320961338285
sub-0024	ses-04	run-01	0.102085134024012	37.39175859197577	3958.903956746786
sub-0024	ses-04	run-02	0.1045265857486752	38.40429599015897	3937.466304813373
sub-0025	ses-04	run-01	0.1836844557420136	46.22394101362604	3501.757485197886
sub-0025	ses-04	run-02	0.164073405087358	48.44440994473884	3507.0713561956577
sub-0026	ses-04	run-01	0.1038910178637395	34.016963538985614	3476.5526004420403
sub-0026	ses-04	run-02	0.0910943289313398	36.8684962013626	3483.520690620315
sub-0029	ses-04	run-01	0.122914253031037	34.442709190764575	3415.501894825518
sub-0029	ses-04	run-02	0.106546820018168	39.5038794655564	3374.340137795882
sub-0031	ses-04	run-01	0.1284409924844814	40.24591992581378	3806.805293857601
sub-0031	ses-04	run-02	0.1103406950083269	37.715486161241486	3778.784258227981
sub-0032	ses-04	run-01	0.1217254829780468	35.74024434292203	3692.378145269552
sub-0032	ses-04	run-02	0.1597369074322482	36.386040997729	3689.685916611874
sub-0033	ses-04	run-01	0.1229921542157456	33.29665145647237	3724.7192192729103
sub-0033	ses-04	run-02	0.1322566616795609	35.24980385314156	3733.859792828408
sub-0035	ses-04	run-01	0.1249459932134746	36.69422118925057	3728.591999654224
sub-0035	ses-04	run-02	0.1388194103202119	37.85936792051477	3741.450410908891
sub-0036	ses-04	run-01	0.0988069681612414	42.57793109008328	3746.011711985235
sub-0036	ses-04	run-02	0.0881403095185465	40.69595587206662	3733.893919249261
sub-0037	ses-04	run-01	0.1384705271918546	42.46677954958365	3138.16461997455
sub-0037	ses-04	run-02	0.1189758538426948	43.36914969038608	3147.6162064693303
sub-0038	ses-04	run-01	0.11794538644785	35.52996656926571	3364.2091432370303
sub-0038	ses-04	run-02	0.1200600673949432	36.09713139212717	3354.5642301788816
sub-0039	ses-04	run-01	0.1134721395249053	34.61766849053747	3444.9906830438244
sub-0039	ses-04	run-02	0.120939788351249	34.60603490537471	3463.583174851636
sub-0040	ses-04	run-01	0.0919439923623012	42.78398805904618	3629.810115686628
sub-0040	ses-04	run-02	0.1153864440548069	37.76227551778955	3609.2627069788655
sub-0043	ses-04	run-01	0.1068546259893262	36.084552562452686	3212.259137449479
sub-0043	ses-04	run-02	0.1312470173943981	33.02207506283119	3208.7818058687494
