sub	ses	run	fd_mean	dvars_mean	globalsignal_mean
sub-0001	ses-02	run-01	0.0944328491730558	35.440053288061335	3195.8343119687797
sub-0001	ses-02	run-02	0.1227931845180722	37.56761173165389	3187.148628588484
sub-0001	ses-02	run-03	0.123040663185104	36.63359593647317	3203.756662590666
sub-0002	ses-02	run-01	0.3534576756736034	35.999066685651705	3079.059352899579
sub-0002	ses-02	run-02	0.2472804366714129	32.499542706462215	3136.356907090126
sub-0002	ses-02	run-03	0.1320447774424972	33.388057295728366	3089.404642153097
sub-0003	ses-02	run-01	0.0906092905639649	37.4473432573932	3253.770560441845
sub-0003	ses-02	run-02	0.0988301139123767	32.64865649288061	3251.2481502388123
sub-0003	ses-02	run-03	0.1014715788547754	35.72352755640745	3265.6305811372504
sub-0004	ses-02	run-01	0.1073157033471502	37.08829931088084	3613.794029530565
sub-0004	ses-02	run-02	0.0901412388847754	35.47457974589266	4040.496725019947
sub-0004	ses-02	run-03	0.092587213040909	32.6065118422782	3978.980819908639
sub-0005	ses-02	run-01	0.1003517218157721	32.08707036254107	3828.4592726678593
sub-0005	ses-02	run-02	0.0906341096383351	36.045373753559694	3847.6115386569854
sub-0005	ses-02	run-03	0.1125394895415114	46.49940427710843	3849.42502292771
sub-0006	ses-02	run-01	0.252400405694414	37.01882971303396	3374.3636393929546
sub-0006	ses-02	run-02	0.2676394006943264	37.32866472398685	3376.3318370661736
sub-0006	ses-02	run-03	0.3717538360503833	35.795111872946336	3350.6227745083456
sub-0007	ses-02	run-01	0.1208301597820372	37.78338047535597	3558.923393937601
sub-0007	ses-02	run-02	0.1398438480151697	37.493036984665935	3563.5430107976517
sub-0007	ses-02	run-03	0.1329161488258488	36.85489653231106	3558.936306662514
sub-0008	ses-02	run-01	0.0838483938401971	34.65181228368017	3498.943975444779
sub-0008	ses-02	run-02	0.086882811638116	34.05413644468785	3562.2893103851347
sub-0008	ses-02	run-03	0.0854557936271631	34.137349716319825	3529.029219217125
sub-0009	ses-02	run-01	0.1388299337349397	38.36922989485213	3218.573080832938
sub-0009	ses-02	run-02	0.1273764149594742	39.89474923548741	3193.3429686900813
sub-0009	ses-02	run-03	0.1552420107491784	38.97141470646221	3147.1851516744
sub-0010	ses-02	run-01	0.1166468141214676	36.53791187513691	3915.392480233517
sub-0010	ses-02	run-02	0.1161567260219057	35.794615798466594	3902.514885241332
sub-0010	ses-02	run-03	0.169021416917196	34.901349495071194	3906.4500039762847
sub-0011	ses-02	run-01	0.0868394003314347	33.441030949616646	3372.316266159329
sub-0011	ses-02	run-02	0.0974610070668126	33.294435889375684	3373.521596024084
sub-0011	ses-02	run-03	0.0731663522067907	33.65789407886089	3387.2335292002936
sub-0013	ses-02	run-01	0.1112009462847754	36.10336599890472	3601.7311789782693
sub-0013	ses-02	run-02	0.1132639937677984	33.537993825848844	3601.0531730101734
sub-0013	ses-02	run-03	0.1167151050479736	33.030103500547646	3610.536238024245
sub-0014	ses-02	run-01	0.0878079947951806	42.060855249726174	3377.2932015260244
sub-0014	ses-02	run-02	0.0823760047724424	44.05969264184009	3339.075368182691
sub-0014	ses-02	run-03	0.078476709737196	42.957324132530125	3337.838672566295
sub-0016	ses-02	run-01	0.100381806549507	36.372879302300106	3259.923473892504
sub-0016	ses-02	run-02	0.0950110662350492	36.39330304600219	3236.8203181999074
sub-0016	ses-02	run-03	0.0922163958970426	36.93242682694415	3266.4751632929656
sub-0017	ses-02	run-01	0.143737855090909	32.31971767031764	3645.032197114116
sub-0017	ses-02	run-02	0.1953086792475355	35.28225808543264	3629.0559586287313
sub-0017	ses-02	run-03	0.3635714122127054	40.6202879430449	3569.052389459748
sub-0018	ses-02	run-01	0.1078109285486089	34.18771890580504	3596.323477991343
sub-0018	ses-02	run-02	0.1059447756889375	33.929445016429355	3613.314520061181
sub-0018	ses-02	run-03	0.1104001501878641	33.41936318181818	3588.016280542022
sub-0019	ses-02	run-01	0.1264723477086527	40.55641372836802	3717.231690248007
sub-0019	ses-02	run-02	0.1101875552359255	38.85210842825848	3698.3267644708703
sub-0019	ses-02	run-03	0.1547033588663745	38.01955096166484	3703.2672044574847
sub-0021	ses-02	run-01	0.1713231369430448	38.91788123767798	3901.603730587673
sub-0021	ses-02	run-02	0.1752886787299342	38.61056536363637	3859.6456436263215
sub-0021	ses-02	run-03	0.1642505277161006	37.17002760460021	3850.886993831694
sub-0023	ses-02	run-01	0.1377111224534501	36.98611311719606	3242.0472289224463
sub-0023	ses-02	run-02	0.1861256123263964	37.37758148192771	3223.0166315656184
sub-0023	ses-02	run-03	0.2197971426637458	39.17316899780942	3182.074298775324
sub-0024	ses-02	run-01	0.1429191349115005	38.325176317634174	4485.067000198346
sub-0024	ses-02	run-02	0.1261481292170864	34.69172189923329	4491.114728653929
sub-0024	ses-02	run-03	0.1413006432276013	35.64983179079956	4507.143526235113
sub-0025	ses-02	run-01	0.295044685947426	42.05841496056955	3227.1800864795514
sub-0025	ses-02	run-02	0.1305984190188827	41.17857893428258	3245.2826778885715
sub-0025	ses-02	run-03	0.164425427353012	39.3342866856517	3230.9936674042046
sub-0026	ses-02	run-01	0.0992461324129243	33.5715872584885	3938.012496576683
sub-0026	ses-02	run-02	0.1263289850109528	35.152323971522456	3896.7709952514406
sub-0026	ses-02	run-03	0.117326304815553	36.25591585870756	3921.694374146223
sub-0029	ses-02	run-01	0.1089097512170864	37.05738084337349	3509.7636322782864
sub-0029	ses-02	run-02	0.1355005870738225	44.524511286966046	3519.851614484421
sub-0031	ses-02	run-01	0.1039677834161007	43.4613729441402	4268.699416983985
sub-0031	ses-02	run-02	0.1469338581115005	42.15764071412924	4273.9957516550185
sub-0031	ses-02	run-03	0.1188025864219714	48.78806375575027	4257.266969843778
sub-0032	ses-02	run-01	0.1539680447291237	38.35035440744797	3061.67218285674
sub-0032	ses-02	run-02	0.2016211206201532	38.03266443263965	3039.672418729932
sub-0032	ses-02	run-03	0.159571391558817	37.940660618839	3008.4677647602302
sub-0033	ses-02	run-01	0.1108738076319824	36.519199791894856	3301.367942989053
sub-0033	ses-02	run-02	0.1229703609737129	33.56510011719606	3307.9918533971563
sub-0033	ses-02	run-03	0.1262618394676889	40.3034837634173	3297.6237253362337
sub-0035	ses-02	run-01	0.150190001007667	33.56120079627601	3449.556866741634
sub-0035	ses-02	run-02	0.1170810981226724	33.69126881818182	3445.42132840285
sub-0035	ses-02	run-03	0.1203377802519167	32.33667830558598	3450.162183388441
sub-0036	ses-02	run-01	0.1064771703779846	33.96629766046002	3450.2324305055254
sub-0036	ses-02	run-02	0.0826920556527929	34.118249240963856	3482.792229989392
sub-0036	ses-02	run-03	0.0759644074394304	34.00391247426068	3470.646608833836
sub-0037	ses-02	run-01	0.1250952760993428	38.9728054939759	3095.6845535137995
sub-0037	ses-02	run-02	0.1218028416516976	39.546518334063535	3095.2119259081906
sub-0037	ses-02	run-03	0.119582409704162	38.830527958378966	3105.46514048634
sub-0038	ses-02	run-01	0.1046778467220153	34.796836595837895	3284.045126693354
sub-0038	ses-02	run-02	0.1184105901993427	34.3546776067908	3287.373214773083
sub-0038	ses-02	run-03	0.1166479135217962	34.12930887842278	3261.613871299409
sub-0039	ses-02	run-01	0.1133804651266155	33.86022930558598	3517.49225786338
sub-0039	ses-02	run-02	0.1161962513483022	33.79635044578313	3533.913408885504
sub-0039	ses-02	run-03	0.1328995014358159	34.37888693866375	3505.0922926754865
sub-0040	ses-02	run-01	0.1025319237764512	44.354797771084336	3968.9772357722336
sub-0040	ses-02	run-02	0.1394091100514786	37.71079867360351	3922.72658394358
sub-0040	ses-02	run-03	0.1156330783594742	45.09533737239869	3951.652018559724
sub-0043	ses-02	run-01	0.1308327619397589	35.15211598795181	3790.908826593953
sub-0043	ses-02	run-02	0.1341017940613362	35.237929192771084	3754.7423966590864
sub-0043	ses-02	run-03	0.1196287152859145	34.6115415279299	3748.7599473335135
sub-0044	ses-02	run-01	0.0899549597610076	40.76235989156626	3456.89232729742
sub-0044	ses-02	run-02	0.1179623195196056	37.00850354216868	3438.6102815385198
sub-0044	ses-02	run-03	0.1293257816210295	35.30469779189485	3439.631904644557
sub-0050	ses-02	run-01	0.1271679875049287	37.50346008871851	3413.4108370610597
sub-0050	ses-02	run-02	0.1215538235334939	44.1050444611172	3466.109254910522
sub-0050	ses-02	run-03	0.1356920604407447	43.19740027601315	3468.239620548188
sub-0051	ses-02	run-01	0.3000224552876232	41.22480599780942	4253.110283160593
sub-0051	ses-02	run-02	0.3360333044359255	40.50441218729463	4273.86396358318
sub-0051	ses-02	run-03	0.3183840318893756	40.65652596495071	4204.892277002659
sub-0052	ses-02	run-01	0.109065700887185	40.10797419824753	3553.8091479727377
sub-0052	ses-02	run-02	0.1825440220782036	39.78137084118292	3517.464412849519
sub-0052	ses-02	run-03	0.1457144960823658	38.421467997809415	3553.912943345992
sub-0053	ses-02	run-01	0.0868258868454545	39.35830931872947	2842.745434569535
sub-0053	ses-02	run-02	0.080961817306024	39.99698573274917	2821.1190986899705
sub-0053	ses-02	run-03	0.09907373772092	38.11653363526834	2812.5545780350594
sub-0055	ses-02	run-01	0.139289645143483	42.93268709200439	3001.684880393854
sub-0055	ses-02	run-02	0.1418655520941949	38.93518796385542	3017.6211145869875
sub-0055	ses-02	run-03	0.1506002242407448	37.87180710624315	3023.250745770507
sub-0056	ses-02	run-01	0.0767785297842277	32.56514775136911	3412.9190693411965
sub-0056	ses-02	run-02	0.0722084713866374	33.11524359802848	3401.38425960884
sub-0056	ses-02	run-03	0.0780652819614457	33.1897516626506	3424.9645166135
sub-0057	ses-02	run-01	0.1218108565328586	36.1250458094195	2806.8090474087035
sub-0057	ses-02	run-02	0.1046709555592551	37.74210160898138	2809.439688259059
sub-0057	ses-02	run-03	0.0945956163921138	41.3769549539978	2806.344247702889
sub-0058	ses-02	run-01	0.0966031110315443	37.82281723877328	2845.059381766141
sub-0058	ses-02	run-02	0.1178923327837896	37.53158546878423	2869.4530150845017
sub-0058	ses-02	run-03	0.1245282739055859	37.11691435158817	2866.48960134004
sub-0059	ses-02	run-01	0.1080633092663745	37.64954256845564	3445.449774640839
sub-0059	ses-02	run-02	0.1485836811391018	42.23581987732749	3443.082359992801
sub-0059	ses-02	run-03	0.1359364101084337	41.95545919167579	3446.853049027256
sub-0060	ses-02	run-01	0.0942527101515881	30.517691696604604	3213.855169616513
sub-0060	ses-02	run-02	0.0768795123877327	31.54546822124863	3216.3080705103425
sub-0060	ses-02	run-03	0.0753716752085432	31.673221276013148	3218.8866099474244
sub-0061	ses-02	run-01	0.126345712528587	33.29927360131435	3476.591596770821
sub-0061	ses-02	run-02	0.1438299338350492	34.613794935377875	3497.087654197679
sub-0061	ses-02	run-03	0.1262152894477765	33.77840217524644	3484.641366895492
sub-0062	ses-02	run-01	0.0990783575488061	36.10726822015334	3616.580375714673
sub-0062	ses-02	run-02	0.0982710629351587	35.114924345016426	3607.172272256192
sub-0062	ses-02	run-03	0.0916184929845563	34.97518022234392	3612.6022379396
sub-0066	ses-02	run-01	0.0952281724840087	35.440447646221244	3661.956404916773
sub-0066	ses-02	run-02	0.1087436508214676	32.230920612267255	3658.437849981113
sub-0066	ses-02	run-03	0.1030440211522452	34.5199716177437	3661.030944462028
sub-0069	ses-02	run-01	0.0970750706157721	36.15722934063527	3069.081373218383
sub-0069	ses-02	run-02	0.114471910033231	38.79408423877328	3063.1930161824284
sub-0069	ses-02	run-03	0.1331828518337348	35.852089812705366	3046.376655257895
sub-0070	ses-02	run-01	0.1689098984322015	35.55787672727273	3300.7697731708904
sub-0070	ses-02	run-02	0.1718675327382256	38.42862809419496	3306.450272730472
sub-0070	ses-02	run-03	0.1741573371785323	38.51829294742608	3306.5193629252826
sub-0073	ses-02	run-01	0.1168696773225629	32.02265107119386	3361.520413657531
sub-0073	ses-02	run-02	0.1284359998050383	31.596071552026284	3382.618666937719
sub-0073	ses-02	run-03	0.147981248996714	32.624692664841184	3363.8900992573745
sub-0074	ses-02	run-01	0.1438525907864183	35.5203253373494	3314.179173561092
sub-0074	ses-02	run-02	0.1557559378834611	38.069844334063525	3313.95747113345
sub-0074	ses-02	run-03	0.1433139416582694	36.99756934173056	3320.053301770882
sub-0075	ses-02	run-01	0.0880075526906899	38.28786232858708	3036.8588771821965
sub-0075	ses-02	run-02	0.0892251699112814	38.115838005476455	3016.15777684912
sub-0075	ses-02	run-03	0.0962778531848849	37.06479906462213	3001.1650227862674
sub-0076	ses-02	run-01	0.1291734738200438	38.66365413143483	3582.528715467207
sub-0076	ses-02	run-02	0.1106406142573931	40.40668776670318	3589.4494208472097
sub-0076	ses-02	run-03	0.1298799266812705	39.07895644140197	3574.039175603128
sub-0077	ses-02	run-01	0.1318240681445782	42.39146859802848	3024.1374327171875
sub-0077	ses-02	run-02	0.1262478777967141	46.52160060898138	3036.452678376643
sub-0077	ses-02	run-03	0.1230787796830229	44.79428311281489	3022.305047446939
