sub	ses	run	fd_mean	dvars_mean	globalsignal_mean
sub-0001	ses-01	run-01	0.090932961296947	34.64374514993216	3272.449681311933
sub-0001	ses-01	run-02	0.1136527519297828	38.02277834938942	3250.082923192788
sub-0001	ses-01	run-03	0.1556151978890699	32.87978055057705	3242.15375248573
sub-0001	ses-04	run-01	0.1378449635134204	33.79065502064694	3202.792663776134
sub-0001	ses-04	run-02	0.1315835518962007	35.11316311668928	3202.0651044765027
sub-0001	ses-04	run-03	0.1150229527042062	33.386059911804615	3217.498151720552
sub-0002	ses-01	run-01	0.3661989655338691	34.92055387370838	3876.690478112877
sub-0002	ses-01	run-02	0.190925642424799	31.818774242250285	3838.0840864004354
sub-0002	ses-01	run-03	0.1952621604087255	34.863643876004595	3826.930206938219
sub-0002	ses-01	run-04	0.3042575021079219	32.914764927669346	3818.073819678691
sub-0002	ses-01	run-05	0.4931537762801377	37.70134090815155	3837.376139511799
sub-0002	ses-01	run-06	0.319442946130884	33.686744018369694	3821.783739098125
sub-0002	ses-03	run-01	0.1674925577746796	31.06904799770379	3573.642451309561
sub-0002	ses-03	run-02	0.5203891595407577	37.30904437313433	3527.31126213086
sub-0002	ses-03	run-03	0.1686271883455797	30.576016957520093	3546.955692883679
sub-0002	ses-03	run-04	0.6813243281216457	41.47842875849732	3536.5033284030897
sub-0002	ses-03	run-05	0.1847293039701492	32.43800003903559	3575.31764489275
sub-0002	ses-03	run-06	0.1220513584392651	33.68170362916188	3516.113312814168
sub-0002	ses-04	run-01	0.2349524133999999	31.82623037428243	3096.6121608271765
sub-0002	ses-04	run-02	0.1862133563892077	35.77195100803674	3093.233045989861
sub-0002	ses-04	run-03	0.5821446426440873	38.98135445694604	3100.7097939277432
sub-0002	ses-04	run-04	0.7167574740528128	39.94562496211251	3144.058627942148
sub-0002	ses-04	run-05	0.4751399345235361	35.19453980252583	3101.5378845282594
sub-0002	ses-04	run-06	0.1403231617588977	36.08340539724455	3132.4442208392425
sub-0003	ses-01	run-01	0.1241955811354764	32.24414808495982	3451.0484391697128
sub-0003	ses-01	run-02	0.1125081480482204	31.826893502870263	3487.5651848721327
sub-0003	ses-01	run-03	0.1182281634237198	31.144910499425944	3489.096188316204
sub-0003	ses-01	run-04	0.1075848983047072	34.74011725602755	3494.813187321908
sub-0003	ses-01	run-05	0.1019865921028702	32.67655640528129	3486.4250257639897
sub-0003	ses-01	run-06	0.1056464294236509	33.24485005396097	3487.1450133948065
sub-0003	ses-03	run-01	0.1120372218783007	41.61744951549942	3394.081728660361
sub-0003	ses-03	run-02	0.1145334201349023	42.114165843857634	3412.113203757925
sub-0003	ses-03	run-03	0.125979732337543	40.99200309529277	3387.318537200314
sub-0003	ses-03	run-04	0.1682656582365097	34.838763389207806	3379.4102551130954
sub-0003	ses-03	run-05	0.1283938159954075	37.54669725832377	3399.976070926441
sub-0003	ses-03	run-06	0.13003924632721	37.12222851435132	3413.958321571556
sub-0003	ses-04	run-01	0.1183307888048219	33.07164587141217	2969.7120234363174
sub-0003	ses-04	run-02	0.1446351847543053	33.279448293915046	2995.5751507059317
sub-0003	ses-04	run-03	0.1138505903834672	33.70642129276693	2977.6610337279794
sub-0003	ses-04	run-04	0.1310766518518943	31.53015058323766	2969.3053609241983
sub-0003	ses-04	run-05	0.1345652559161882	34.08081469690011	2975.6155628490856
sub-0003	ses-04	run-06	0.117936492233295	33.39249876808267	2974.8963828542223
sub-0004	ses-01	run-01	0.0909440213892077	33.852468880597016	3961.418142044745
sub-0004	ses-01	run-02	0.0924035446554534	38.22767513777268	3991.337977588132
