sub	ses	run	fd_mean	dvars_mean	globalsignal_mean
sub-0044	ses-02	run-01	0.08995495976100763	40.76235989156626	3456.8923272974193
sub-0044	ses-02	run-02	0.11796231951960566	37.008503542168675	3438.6102815385193
sub-0044	ses-02	run-03	0.12932578162102953	35.30469779189485	3439.631904644557
